id,IATA,ICAO,Airline,Callsign,wikimedia_logo_url
5367,,TPG,Transportes Aéreos Pegaso,TRANSPEGASO,https://www.flightaware.com/images/airline_logos/180px/TPG.png
5368,,TGI,Transportes Aéreos Regionales,TRANSPORTE REGIONAL,https://www.flightaware.com/images/airline_logos/180px/TGI.png
5369,,SRF,Transportes Aéreos San Rafael,SAN RAFEAL,https://www.flightaware.com/images/airline_logos/180px/SRF.png
5370,,RRT,Transportes Aéreos Sierra,SIERRA ALTA,https://www.flightaware.com/images/airline_logos/180px/RRT.png
5371,,SEI,Transportes Aéreos Sierra Madre,TRANSPORTE SIERRA,https://www.flightaware.com/images/airline_logos/180px/SEI.png
5372,,TAU,Transportes Aéreos Tauro,TRANSTAURO,https://www.flightaware.com/images/airline_logos/180px/TAU.png
5373,,TPZ,Transportes La Paz,TRANSPAZ,https://www.flightaware.com/images/airline_logos/180px/TPZ.png
5374,OF,TML,Transports et Travaux Aériens de Madagascar,TAM AIRLINE,https://www.flightaware.com/images/airline_logos/180px/TML.png
5375,,TPY,Trans-Provincial Airlines,TRANS PROVINCIAL,https://www.flightaware.com/images/airline_logos/180px/TPY.png
5376,,TTC,Transteco,TRANSTECO,https://www.flightaware.com/images/airline_logos/180px/TTC.png
5377,,TWE,Transwede Airways,TRANSWEDE,https://www.flightaware.com/images/airline_logos/180px/TWE.png
5378,9T,ABS,Transwest Air,ATHABASKA,https://www.flightaware.com/images/airline_logos/180px/ABS.png
5379,,TRW,Transwestern Airlines of Utah,TRANS-WEST,https://www.flightaware.com/images/airline_logos/180px/TRW.png
5380,,TSW,Transwings,SWISSTRANS,https://www.flightaware.com/images/airline_logos/180px/TSW.png
5381,,TST,TRAST,TRAST,https://www.flightaware.com/images/airline_logos/180px/TST.png
5382,S5,TSJ,Trast Aero,TRAST AERO,https://www.flightaware.com/images/airline_logos/180px/TSJ.png
5383,,TSK,Trast Aero,TOMSK-AVIA,https://www.flightaware.com/images/airline_logos/180px/TSK.png
5384,,TAX,Travel Air,TRAVELAIR,https://www.flightaware.com/images/airline_logos/180px/TAX.png
5385,,TIC,Travel International Air Charters,TRAVEL INTERNATIONAL,https://www.flightaware.com/images/airline_logos/180px/TIC.png
5386,,TMC,Travel Management Company,TRAIL BLAZER,https://www.flightaware.com/images/airline_logos/180px/TMC.png
5387,,TLV,Travelair,PAJAROS,https://www.flightaware.com/images/airline_logos/180px/TLV.png
5388,1E,,Travelsky Technology,,
5389,,TDA,Trend Aviation,TREND AIR,https://www.flightaware.com/images/airline_logos/180px/TDA.png
5390,,TNX,Trener Ltd,TRAINER,https://www.flightaware.com/images/airline_logos/180px/TNX.png
5391,,TRU,Triangle Airline (Uganda),TRI AIR,https://www.flightaware.com/images/airline_logos/180px/TRU.png
5392,,SWD,Trifly,SAWBLADE,https://www.flightaware.com/images/airline_logos/180px/SWD.png
5393,,TGN,Trigana Air Service,TRIGANA,https://www.flightaware.com/images/airline_logos/180px/TGN.png
5394,GY,TMG,Tri-MG Intra Asia Airlines,TRILINES,https://www.flightaware.com/images/airline_logos/180px/TMG.png
5395,,TBH,Trinity Air Bahamas,,https://www.flightaware.com/images/airline_logos/180px/TBH.png
5396,T4,TIB,TRIP Linhas Aéreas,TRIP,https://www.flightaware.com/images/airline_logos/180px/TIB.png
5397,,CLU,Triple Alpha,CAROLUS,https://www.flightaware.com/images/airline_logos/180px/CLU.png
5398,,TTP,Triple O Aviation,MIGHTY WING,https://www.flightaware.com/images/airline_logos/180px/TTP.png
5399,,TSY,Tristar Air,TRIPLE STAR,https://www.flightaware.com/images/airline_logos/180px/TSY.png
5400,,TRY,Tristar Airlines,TRISTAR AIR,https://www.flightaware.com/images/airline_logos/180px/TRY.png
5401,,TSS,Tri-State Aero,TRI-STATE,https://www.flightaware.com/images/airline_logos/180px/TSS.png
5402,,DRC,Triton Airlines,TRITON AIR,https://www.flightaware.com/images/airline_logos/180px/DRC.png
5403,,TSV,Tropair Airservices,TROPIC,https://www.flightaware.com/images/airline_logos/180px/TSV.png
5404,PM,TOS,Tropic Air,TROPISER,https://www.flightaware.com/images/airline_logos/180px/TOS.png
5405,,TRO,Tropic Airlines-Air Molokai,MOLOKAI,https://www.flightaware.com/images/airline_logos/180px/TRO.png
5406,M7,TBG,Tropical Airways,,https://www.flightaware.com/images/airline_logos/180px/TBG.png
5407,,TKX,Tropical International Airways,TROPEXPRESS,https://www.flightaware.com/images/airline_logos/180px/TKX.png
5408,,TCA,Tropican Air Services,TROPICANA,https://www.flightaware.com/images/airline_logos/180px/TCA.png
5409,,TYG,Trygg-Flyg,TRYGG,https://www.flightaware.com/images/airline_logos/180px/TYG.png
5410,TZ,TDS,Tsaradia,TSARADIA,https://www.flightaware.com/images/airline_logos/180px/TDS.png
5411,,PSS,TSSKB-Progress,PROGRESS,https://www.flightaware.com/images/airline_logos/180px/PSS.png
5412,,TTA,TTA - Sociedade de Transporte e Trabalho Aéreo,KANIMANBO,https://www.flightaware.com/images/airline_logos/180px/TTA.png
5413,,TBR,Tubelair,TUBELAIR,https://www.flightaware.com/images/airline_logos/180px/TBR.png
5414,BY,TOM,TUI Airways,TOM JET,https://www.flightaware.com/images/airline_logos/180px/TOM.png
5415,TB,JAF,TUI fly Belgium,BEAUTY,https://www.flightaware.com/images/airline_logos/180px/JAF.png
5416,X3,TUI,TUI fly Deutschland,TUI JET,https://www.flightaware.com/images/airline_logos/180px/TUI.png
5417,OR,TFL,TUI fly Netherlands,ORANGE,https://www.flightaware.com/images/airline_logos/180px/TFL.png
5418,6B,BLX,TUI fly Nordic,BLUESCAN,https://www.flightaware.com/images/airline_logos/180px/BLX.png
5419,TD,TLP,Tulip Air,TULIPAIR,https://www.flightaware.com/images/airline_logos/180px/TLP.png
5420,,TUL,Tulpar Air,URSAL,https://www.flightaware.com/images/airline_logos/180px/TUL.png
5421,,TUX,Tulpar Air Service,TULPA,https://www.flightaware.com/images/airline_logos/180px/TUX.png
5422,,TUZ,Tuna Aero,TUNA,https://www.flightaware.com/images/airline_logos/180px/TUZ.png
5423,UG,TUX,Tuninter,,https://www.flightaware.com/images/airline_logos/180px/TUX.png
5424,TU,TAR,Tunisair,TUNAIR,https://www.flightaware.com/images/airline_logos/180px/TAR.png
5425,,TAJ,Tunisavia,TUNISAVIA,https://www.flightaware.com/images/airline_logos/180px/TAJ.png
5426,3T,URN,Turan Air,TURAN,https://www.flightaware.com/images/airline_logos/180px/URN.png
5427,,TBC,Turbine Air Cargo UK,,https://www.flightaware.com/images/airline_logos/180px/TBC.png
5428,,TAC,Turbot Air Cargo,TURBOT,https://www.flightaware.com/images/airline_logos/180px/TAC.png
5429,,TUC,Turismo Aéreo de Chile,TURICHILE,https://www.flightaware.com/images/airline_logos/180px/TUC.png
5430,,THK,Turk Hava Kurumu Hava Taksi Isletmesi,HUR KUS,https://www.flightaware.com/images/airline_logos/180px/THK.png
5431,,THS,Turkish Aerospace Industries,TUSAS,https://www.flightaware.com/images/airline_logos/180px/THS.png
5432,,HVK,Turkish Air Force,TURKISH AIRFORCE,https://www.flightaware.com/images/airline_logos/180px/HVK.png
5433,TK,THY,Turkish Airlines,TURKISH,https://www.flightaware.com/images/airline_logos/180px/THY.png
5434,,TRK,Turkish Airlines General Aviation,TURKISH REPUBLIC,https://www.flightaware.com/images/airline_logos/180px/TRK.png
5435,T5,TUA,Turkmenistan Airlines,TURKMENISTAN,https://www.flightaware.com/images/airline_logos/180px/TUA.png
5436,,TLT,Turtle Airways,TURTLE,https://www.flightaware.com/images/airline_logos/180px/TLT.png
5437,,USB,Tusheti,TUSHETI,https://www.flightaware.com/images/airline_logos/180px/USB.png
5438,TW,TWB,T'way Air,TWAYAIR,https://www.flightaware.com/images/airline_logos/180px/TWB.png
5439,,TWO,Twente Airlines,COLIBRI,https://www.flightaware.com/images/airline_logos/180px/TWO.png
5440,,TCY,Twin Cities Air Service,TWIN CITY,https://www.flightaware.com/images/airline_logos/180px/TCY.png
5441,T7,TJT,Twin Jet,TWINJET,https://www.flightaware.com/images/airline_logos/180px/TJT.png
5442,,TNY,Twin Town Leasing Company,TWINCAL,https://www.flightaware.com/images/airline_logos/180px/TNY.png
5443,,TWJ,Twinjet Aircraft Sales,,https://www.flightaware.com/images/airline_logos/180px/TWJ.png
5444,,TYW,Tyrol Air Ambulance,TYROL AMBULANCE,https://www.flightaware.com/images/airline_logos/180px/TYW.png
5445,VO,TYR,Tyrolean Airways,TYROLEAN,https://www.flightaware.com/images/airline_logos/180px/TYR.png
5446,,TJS,Tyrolean Jet Services,TYROLJET,https://www.flightaware.com/images/airline_logos/180px/TJS.png
5447,,TUM,Tyumenspecavia,TUMTEL,https://www.flightaware.com/images/airline_logos/180px/TUM.png
5449,,UEU,United European Airlines,UNITED EUROPEAN,https://www.flightaware.com/images/airline_logos/180px/UEU.png
5450,,UCG,Uniworld Air Cargo,UNIWORLD,https://www.flightaware.com/images/airline_logos/180px/UCG.png
5451,,CUH,Urumqi Airlines,LOULAN,https://www.flightaware.com/images/airline_logos/180px/CUH.png
5452,,DOD,USAF Air Mobility Operations Control Center,,https://www.flightaware.com/images/airline_logos/180px/DOD.png
5453,,DOI,U.S. Department of the Interior,INTERIOR,https://www.flightaware.com/images/airline_logos/180px/DOI.png
5454,,CNV,U.S. Navy Reserve Logistic Air Forces,CONVOY,https://www.flightaware.com/images/airline_logos/180px/CNV.png
5455,,EXM,United Kingdom Civil Aviation Authority,EXAM,https://www.flightaware.com/images/airline_logos/180px/EXM.png
5456,,GIH,Union des Transports Africains de Guinee,TRANSPORT AFRICAIN,https://www.flightaware.com/images/airline_logos/180px/GIH.png
5457,,GKA,US Army Parachute Team,GOLDEN KNIGHTS,https://www.flightaware.com/images/airline_logos/180px/GKA.png
5458,,GWY,USA3000 Airlines,GETAWAY,https://www.flightaware.com/images/airline_logos/180px/GWY.png
5459,B7,UIA,UNI Air,GLORY,https://www.flightaware.com/images/airline_logos/180px/UIA.png
5460,,UAB,United Arabian Airlines,UNITED ARABIAN,https://www.flightaware.com/images/airline_logos/180px/UAB.png
5461,UA,UAL,United Airlines,UNITED,https://www.flightaware.com/images/airline_logos/180px/UAL.png
5462,4H,UBD,United Airways,UNITED BANGLADESH,https://www.flightaware.com/images/airline_logos/180px/UBD.png
5463,,UAC,United Air Charters,UNITAIR,https://www.flightaware.com/images/airline_logos/180px/UAC.png
5464,,UCS,United Carriers Systems,UNITED CARRIERS,https://www.flightaware.com/images/airline_logos/180px/UCS.png
5465,,UEA,United Eagle Airlines,UNITED EAGLE,https://www.flightaware.com/images/airline_logos/180px/UEA.png
5466,,UFS,United Feeder Service,FEEDER EXPRESS,https://www.flightaware.com/images/airline_logos/180px/UFS.png
5467,,CFU,United Kingdom Civil Aviation Authority,MINAIR,https://www.flightaware.com/images/airline_logos/180px/CFU.png
5468,,KRF,United Kingdom Royal VIP Flights,KITTYHAWK,https://www.flightaware.com/images/airline_logos/180px/KRF.png
5469,,KRH,United Kingdom Royal VIP Flight,SPARROWHAWK,https://www.flightaware.com/images/airline_logos/180px/KRH.png
5470,,SDS,United Kingdom Civil Aviation Authority,STANDARDS,https://www.flightaware.com/images/airline_logos/180px/SDS.png
5471,,TQF,United Kingdom Royal VIP Flights,RAINBOW,https://www.flightaware.com/images/airline_logos/180px/TQF.png
5472,,CGX,United States Coast Guard Auxiliary,COASTGUARD AUXAIR,https://www.flightaware.com/images/airline_logos/180px/CGX.png
5473,,AGR,United States Department Of Agriculture,AGRICULTURE,https://www.flightaware.com/images/airline_logos/180px/AGR.png
5474,,UAD,University Air Squadron,,https://www.flightaware.com/images/airline_logos/180px/UAD.png
5475,,UAJ,University Air Squadron,,https://www.flightaware.com/images/airline_logos/180px/UAJ.png
5476,,UAA,University Air Squadron,,https://www.flightaware.com/images/airline_logos/180px/UAA.png
5477,,UAS,University Air Squadron,,https://www.flightaware.com/images/airline_logos/180px/UAS.png
5478,,HBU,Universal Avia,KHARKIV UNIVERSAL,https://www.flightaware.com/images/airline_logos/180px/HBU.png
5479,,HLE,UK HEMS,HELIMED,https://www.flightaware.com/images/airline_logos/180px/HLE.png
5480,U7,JUS,USA Jet Airlines,JET USA,https://www.flightaware.com/images/airline_logos/180px/JUS.png
5481,,LEA,Unijet,LEADAIR,https://www.flightaware.com/images/airline_logos/180px/LEA.png
5482,,MSH,US Marshals Service,MARSHALAIR,https://www.flightaware.com/images/airline_logos/180px/MSH.png
5483,,NDU,University of North Dakota,SIOUX,https://www.flightaware.com/images/airline_logos/180px/NDU.png
5484,,PNA,Universal Airlines,PACIFIC NORTHERN,https://www.flightaware.com/images/airline_logos/180px/PNA.png
5485,,RAU,Uganda Royal Airways,UGANDA ROYAL,https://www.flightaware.com/images/airline_logos/180px/RAU.png
5486,,SAU,United Aviation Services,UNISERVE,https://www.flightaware.com/images/airline_logos/180px/SAU.png
5487,U6,SVR,Ural Airlines,SVERDLOVSK AIR,https://www.flightaware.com/images/airline_logos/180px/SVR.png
5488,,TRB,Ukraine Transavia,KIROVTRANS,https://www.flightaware.com/images/airline_logos/180px/TRB.png
5489,,UAF,United Arab Emirates Air Force,UNIFORCE,https://www.flightaware.com/images/airline_logos/180px/UAF.png
5490,,UAI,Union Africaine des Transports,UNAIR,https://www.flightaware.com/images/airline_logos/180px/UAI.png
5491,,UCC,Uganda Air Cargo,UGANDA CARGO,https://www.flightaware.com/images/airline_logos/180px/UCC.png
5492,,UCH,US Airports Air Charter,US CHARTER,https://www.flightaware.com/images/airline_logos/180px/UCH.png
5493,,UCO,Ucoaviacion,UCOAVIACION,https://www.flightaware.com/images/airline_logos/180px/UCO.png
5494,,UES,Ues-Avia Aircompany,AVIASYSTEM,https://www.flightaware.com/images/airline_logos/180px/UES.png
5495,UR,UGD,Uganda Airlines,CRESTED,https://www.flightaware.com/images/airline_logos/180px/UGD.png
5496,,UGC,Urgemer Canarias,URGEMER,https://www.flightaware.com/images/airline_logos/180px/UGC.png
5497,,UHL,Ukrainian Helicopters,UKRAINE COPTERS,https://www.flightaware.com/images/airline_logos/180px/UHL.png
5498,,UHS,Ulyanovsk Higher Civil Aviation School,PILOT AIR,https://www.flightaware.com/images/airline_logos/180px/UHS.png
5499,,UJR,Universal Jet Rental de Mexico,UNIVERSAL JET,https://www.flightaware.com/images/airline_logos/180px/UJR.png
5500,,UJT,Universal Jet Aviation,UNI-JET,https://www.flightaware.com/images/airline_logos/180px/UJT.png
5501,,UKI,UK International Airlines,KHALIQ,https://www.flightaware.com/images/airline_logos/180px/UKI.png
5502,,UKL,Ukraine Air Alliance,UKRAINE ALLIANCE,https://www.flightaware.com/images/airline_logos/180px/UKL.png
5503,UF,UKM,UM Airlines,UKRAINE MEDITERRANEE,https://www.flightaware.com/images/airline_logos/180px/UKM.png
5504,,UKN,Ukraine Air Enterprise,ENTERPRISE UKRAINE,https://www.flightaware.com/images/airline_logos/180px/UKN.png
5505,,UKP,National Police Air Service,POLICE,https://www.flightaware.com/images/airline_logos/180px/UKP.png
5506,6Z,UKS,Ukrainian Cargo Airways,CARGOTRANS,https://www.flightaware.com/images/airline_logos/180px/UKS.png
5507,,ULT,Ultrair,ULTRAIR,https://www.flightaware.com/images/airline_logos/180px/ULT.png
5508,,ULH,Ultimate HELI,ULTIMATEHELI,https://www.flightaware.com/images/airline_logos/180px/ULH.png
5509,,ULR,Ultimate Air,VIPER,https://www.flightaware.com/images/airline_logos/180px/ULR.png
5510,OL,ULS,Ultra Air,AIR ULTRA,https://www.flightaware.com/images/airline_logos/180px/ULS.png
5511,,UNC,Uni-Fly,UNICOPTER,https://www.flightaware.com/images/airline_logos/180px/UNC.png
5512,,UNF,Union Flights,UNION FLIGHTS,https://www.flightaware.com/images/airline_logos/180px/UNF.png
5513,,UNJ,Universal Jet,PROJET,https://www.flightaware.com/images/airline_logos/180px/UNJ.png
5514,,UNS,Unsped Paket Servisi,UNSPED,https://www.flightaware.com/images/airline_logos/180px/UNS.png
5515,,UNU,Unifly Servizi Aerei,UNIEURO,https://www.flightaware.com/images/airline_logos/180px/UNU.png
5516,,UPL,Ukrainian Pilot School,PILOT SCHOOL,https://www.flightaware.com/images/airline_logos/180px/UPL.png
5517,5X,UPS,United Parcel Service,UPS,https://www.flightaware.com/images/airline_logos/180px/UPS.png
5518,,URV,Uraiavia,URAI,https://www.flightaware.com/images/airline_logos/180px/URV.png
5519,BS,UBG,US-Bangla Airlines,BANGLA STAR,https://www.flightaware.com/images/airline_logos/180px/UBG.png
5520,,USF,USAfrica Airways,AFRICA EXPRESS,https://www.flightaware.com/images/airline_logos/180px/USF.png
5521,UH,USH,US Helicopter,US-HELI,https://www.flightaware.com/images/airline_logos/180px/USH.png
5522,,USJ,US Jet,USJET,https://www.flightaware.com/images/airline_logos/180px/USJ.png
5523,,USX,US Express,AIR EXPRESS,https://www.flightaware.com/images/airline_logos/180px/USX.png
5524,QU,UTN,UTair-Ukraine,UT Ukraine,https://www.flightaware.com/images/airline_logos/180px/UTN.png
5525,,TUM,UTAir,UTAIR-CARGO,https://www.flightaware.com/images/airline_logos/180px/TUM.png
5526,UT,UTA,UTair Aviation,UTAIR,https://www.flightaware.com/images/airline_logos/180px/UTA.png
5527,,UTR,Utair South Africa,AIRUT,https://www.flightaware.com/images/airline_logos/180px/UTR.png
5528,,UTS,Ukrainian State Air Traffic Service Enterprise,AIRRUH,https://www.flightaware.com/images/airline_logos/180px/UTS.png
5529,,UTU,Urartu-Air,,https://www.flightaware.com/images/airline_logos/180px/UTU.png
5530,,UVA,Universal Airways,UNIVERSAL,https://www.flightaware.com/images/airline_logos/180px/UVA.png
5531,,UVG,Universal Airlines,GUYANA JET,https://www.flightaware.com/images/airline_logos/180px/UVG.png
5532,,UVM,Uvavemex,UVAVEMEX,https://www.flightaware.com/images/airline_logos/180px/UVM.png
5533,,AIO,United States Air Force,AIR CHIEF,https://www.flightaware.com/images/airline_logos/180px/AIO.png
5534,,UVN,United Aviation,UNITED AVIATION,https://www.flightaware.com/images/airline_logos/180px/UVN.png
5535,HY,UZB,Uzbekistan Airways,UZBEK,https://www.flightaware.com/images/airline_logos/180px/UZB.png
5536,PS,AUI,Ukraine International Airlines,UKRAINE INTERNATIONAL,https://www.flightaware.com/images/airline_logos/180px/AUI.png
5537,,WEC,Universal Airlines,AIRGO,https://www.flightaware.com/images/airline_logos/180px/WEC.png
5538,US,,Unavia Suisse,,
5539,,QID,USAF 100th Air Refueling Wing,QUID,https://www.flightaware.com/images/airline_logos/180px/QID.png
5540,,UIT,University of Tromsø School of Aviation,ARCTIC,https://www.flightaware.com/images/airline_logos/180px/UIT.png
5541,,UNO,United Nations,UNITED NATIONS,https://www.flightaware.com/images/airline_logos/180px/UNO.png
5542,JW,VNL,Vanilla Air,VANILLA,https://www.flightaware.com/images/airline_logos/180px/VNL.png
5543,VU,VAG,Vietravel Airlines,VIETRAVEL AIR,https://www.flightaware.com/images/airline_logos/180px/VAG.png
5544,,VAI,Volant Aviation International,,https://www.flightaware.com/images/airline_logos/180px/VAI.png
5545,,VAR,Veca Airlines,VECA,https://www.flightaware.com/images/airline_logos/180px/VAR.png
5546,,VLR,Volare 22 X,VOLAX,https://www.flightaware.com/images/airline_logos/180px/VLR.png
5547,,VDR,Voldirect,VOLDIR,https://www.flightaware.com/images/airline_logos/180px/VDR.png
5548,,VVV,Valair Aviação Lda,VALAIRJET,https://www.flightaware.com/images/airline_logos/180px/VVV.png
5549,VB,VIV,VivaAerobus,VIVA,https://www.flightaware.com/images/airline_logos/180px/VIV.png
5550,,VIL,V I Airlink,TURTLE DOVE,https://www.flightaware.com/images/airline_logos/180px/VIL.png
5551,VA,VOZ,Virgin Australia,VELOCITY,https://www.flightaware.com/images/airline_logos/180px/VOZ.png
5552,,VBA,V Bird Airlines Netherlands,VEEBEE,https://www.flightaware.com/images/airline_logos/180px/VBA.png
5553,,WIW,V-avia Airline,VEE-AVIA,https://www.flightaware.com/images/airline_logos/180px/WIW.png
5554,,VBD,V-Berd-Avia,VEEBIRD-AVIA,https://www.flightaware.com/images/airline_logos/180px/VBD.png
5555,,VAC,Vacationair,VACATIONAIR,https://www.flightaware.com/images/airline_logos/180px/VAC.png
5556,,RDW,Valair AG (Helicoptere),ROADWATCH,https://www.flightaware.com/images/airline_logos/180px/RDW.png
5557,,VLA,Valan International Cargo Charter,NALAU,https://www.flightaware.com/images/airline_logos/180px/VLA.png
5558,,VLN,Valan Limited,VALAN,https://www.flightaware.com/images/airline_logos/180px/VLN.png
5559,,EHR,Valfell-Verkflug,ROTOR,https://www.flightaware.com/images/airline_logos/180px/EHR.png
5560,,VLU,Valuair,VALUAIR,https://www.flightaware.com/images/airline_logos/180px/VLU.png
5561,VF,,AnadoluJet,AJet,https://www.flightaware.com/images/airline_logos/180px/TKJ.png
5562,J7,VJA,ValuJet Airlines,CRITTER,https://www.flightaware.com/images/airline_logos/180px/VJA.png
5563,,VAA,Van Air Europe,EUROVAN,https://www.flightaware.com/images/airline_logos/180px/VAA.png
5564,,VGC,Vanguardia en Aviación en Colima,VANGUARDIA COLIMA,https://www.flightaware.com/images/airline_logos/180px/VGC.png
5565,,VGD,Vanguard Airlines,VANGUARD AIR,https://www.flightaware.com/images/airline_logos/180px/VGD.png
5566,,VRH,Varesh Airlines,SKY VICTOR,https://www.flightaware.com/images/airline_logos/180px/VRH.png
5567,0V,VFC,Vietnam Air Services Company (VASCO),VASCO AIR,https://www.flightaware.com/images/airline_logos/180px/VFC.png
5568,,VAG,Vega,SEGA,https://www.flightaware.com/images/airline_logos/180px/VAG.png
5569,,WGA,Vega Air Company,WEGA FRANKO,https://www.flightaware.com/images/airline_logos/180px/WGA.png
5570,,WEL,Veles, Ukrainian Aviation Company,https://www.flightaware.com/images/airline_logos/180px/WEL.png
5571,,VTX,Verataxis,VERATAXIS,https://www.flightaware.com/images/airline_logos/180px/VTX.png
5572,,BTP,Veritair,NET RAIL,https://www.flightaware.com/images/airline_logos/180px/BTP.png
5573,VC,VAL,Voyageur Airways,VOYAGEUR,https://www.flightaware.com/images/airline_logos/180px/VAL.png
5574,,GRV,Vernicos Aviation,NIGHT RIDER,https://www.flightaware.com/images/airline_logos/180px/GRV.png
5575,VN,HVN,Vietnam Airlines,VIET NAM,https://www.flightaware.com/images/airline_logos/180px/HVN.png
5576,,TMB,Volato,Tombo,https://www.flightaware.com/images/airline_logos/180px/TMB.png
5577,,KWA,Vozdushnaya Academy,VOZAIR,https://www.flightaware.com/images/airline_logos/180px/KWA.png
5578,NN,MOV,VIM Airlines,MOV AIR,https://www.flightaware.com/images/airline_logos/180px/MOV.png
5579,,MVY,VIM-Aviaservice,,https://www.flightaware.com/images/airline_logos/180px/MVY.png
5580,2R,,Via Rail Canada,,
5581,,ENV,Victoria Aviation,ENDEAVOUR,https://www.flightaware.com/images/airline_logos/180px/ENV.png
5582,,VCT,Viscount Air Service,VISCOUNT AIR,https://www.flightaware.com/images/airline_logos/180px/VCT.png
5583,,SSI,Vision Airlines,SUPER JET,https://www.flightaware.com/images/airline_logos/180px/SSI.png
5584,,FXF,VIP Air Charter,FOX FLIGHT,https://www.flightaware.com/images/airline_logos/180px/FXF.png
5585,,PAV,VIP Avia,NICOL,https://www.flightaware.com/images/airline_logos/180px/PAV.png
5586,,PRX,VIP Avia,PAREX,https://www.flightaware.com/images/airline_logos/180px/PRX.png
5587,,VAT,Visionair,VISIONAIR,https://www.flightaware.com/images/airline_logos/180px/VAT.png
5588,,VCA,VICA - Viacao Charter Aéreos,VICA,https://www.flightaware.com/images/airline_logos/180px/VCA.png
5589,,VCM,Volare Air Charter Company,CARMEN,https://www.flightaware.com/images/airline_logos/180px/VCM.png
5590,Y4,VOI,Volaris,VOLARIS,https://www.flightaware.com/images/airline_logos/180px/VOI.png
5591,VI,VDA,Volga-Dnepr Airlines,VOLGA,https://www.flightaware.com/images/airline_logos/180px/VDA.png
5592,,VEA,Vega Airlines,VEGA AIRLINES,https://www.flightaware.com/images/airline_logos/180px/VEA.png
5593,,VEC,Venescar Internacional,VECAR,https://www.flightaware.com/images/airline_logos/180px/VEC.png
5594,,VEE,Victor Echo,VICTOR ECHO,https://www.flightaware.com/images/airline_logos/180px/VEE.png
5595,VX,VRD,Virgin America,REDWOOD,https://www.flightaware.com/images/airline_logos/180px/VRD.png
5596,VJ,VJC,Vietjet Air,VIETJET,https://www.flightaware.com/images/airline_logos/180px/VJC.png
5597,V4,VES,Vieques Air Link,VIEQUES,https://www.flightaware.com/images/airline_logos/180px/VES.png
5598,,VFT,VZ Flights,ZETA FLIGHTS,https://www.flightaware.com/images/airline_logos/180px/VFT.png
5599,VK,VGN,Virgin Nigeria Airways,VIRGIN NIGERIA,https://www.flightaware.com/images/airline_logos/180px/VGN.png
5600,,VGV,Vologda State Air Enterprise,VOLOGDA AIR,https://www.flightaware.com/images/airline_logos/180px/VGV.png
5601,,VHA,VH-Air Industrie,AIR V-H,https://www.flightaware.com/images/airline_logos/180px/VHA.png
5602,,VHM,VHM Schul-und-Charterflug,EARLY BIRD,https://www.flightaware.com/images/airline_logos/180px/VHM.png
5603,,VIB,Vibroair Flugservice,VITUS,https://www.flightaware.com/images/airline_logos/180px/VIB.png
5604,,VIC,VIP Servicios Aéreos Ejecutivos,VIP-EJECUTIVO,https://www.flightaware.com/images/airline_logos/180px/VIC.png
5605,,VIE,VIP Empresarial,VIP EMPRESARIAL,https://www.flightaware.com/images/airline_logos/180px/VIE.png
5606,,VIF,VIF Luftahrt,VIENNA FLIGHT,https://www.flightaware.com/images/airline_logos/180px/VIF.png
5607,,VIG,Vega Aviation,VEGA AVIATION,https://www.flightaware.com/images/airline_logos/180px/VIG.png
5608,,VIH,Vichi,VICHI,https://www.flightaware.com/images/airline_logos/180px/VIH.png
5609,,VIK,Viking Airlines,SWEDJET,https://www.flightaware.com/images/airline_logos/180px/VIK.png
5610,,VIN,Vinair Aeroserviços,VINAIR,https://www.flightaware.com/images/airline_logos/180px/VIN.png
5611,VS,VIR,Virgin Atlantic,VIRGIN,https://www.flightaware.com/images/airline_logos/180px/VIR.png
5612,,VJM,Viajes Ejecutivos Mexicanos,VIAJES MEXICANOS,https://www.flightaware.com/images/airline_logos/180px/VJM.png
5613,,VJT,Vistajet,VISTA,https://www.flightaware.com/images/airline_logos/180px/VJT.png
5614,,VJT,Vistajet,VISTA MALTA,https://www.flightaware.com/images/airline_logos/180px/VJT.png
5615,VE,VLE,C.A.I. Second,VOLA,https://www.flightaware.com/images/airline_logos/180px/VLE.png
5616,VY,VLG,Vueling Airlines,VUELING,https://www.flightaware.com/images/airline_logos/180px/VLG.png
5617,XF,VLK,Vladivostok Air,VLADAIR,https://www.flightaware.com/images/airline_logos/180px/VLK.png
5618,,VLT,Vertical-T Air Company,VERTICAL,https://www.flightaware.com/images/airline_logos/180px/VLT.png
5619,,VMA,Vero Monmouth Airlines,VERO MONMOUTH,https://www.flightaware.com/images/airline_logos/180px/VMA.png
5620,,VNK,Vipport Joint Stock Company,,https://www.flightaware.com/images/airline_logos/180px/VNK.png
5621,VM,VOA,Viaggio Air,VIAGGIO,https://www.flightaware.com/images/airline_logos/180px/VOA.png
5622,,VOG,Voyager Airlines,VOYAGER AIR,https://www.flightaware.com/images/airline_logos/180px/VOG.png
5623,,VPB,Veteran Air,VETERAN,https://www.flightaware.com/images/airline_logos/180px/VPB.png
5624,,VPV,VIP-Avia,VIP AVIA,https://www.flightaware.com/images/airline_logos/180px/VPV.png
5625,,VRA,Vertair,VERITAIR,https://www.flightaware.com/images/airline_logos/180px/VRA.png
5626,,VRE,Volare Airlines,UKRAINE VOLARE,https://www.flightaware.com/images/airline_logos/180px/VRE.png
5627,,VRL,Voar Lda,VOAR LINHAS,https://www.flightaware.com/images/airline_logos/180px/VRL.png
